"Season","TeamName","eFGPct","RankeFGPct","TOPct","RankTOPct","ORPct","RankORPct","FTRate","RankFTRate"
2026,"Oregon St.",50.0343170899108,115,15.8178585393565,258,32.3831242873432,259,36.5133836650652,217
2026,"Pacific",49.5686274509804,96,15.6384902340887,264,24.8157248157248,8,37.9607843137255,256
2026,"Penn",52.5064822817632,241,16.2544505103252,224,30.8510638297872,176,28.1763180639585,35
2026,"Penn St.",58.6206896551724,363,18.0672235258315,115,31.3497822931785,208,26.311844077961,17
2026,"Pepperdine",53.0066815144766,258,16.9376527617693,182,33.6912751677852,305,27.8396436525612,32
2026,"Pittsburgh",52.1166134185303,223,16.7579654366963,197,28.2016348773842,68,34.0255591054313,139
2026,"Portland",52.9731689630167,255,17.4354363050287,146,32.3821339950372,258,35.3154459753445,185
2026,"Portland St.",47.3041709053917,37,18.7828924460539,80,28.4552845528455,76,46.0834181078332,348
2026,"Prairie View A&M",53.9179104477612,282,19.7428237433433,44,36.6987179487179,351,47.5746268656716,358
2026,"Presbyterian",51.1344537815126,174,15.1193515159658,294,30.1542776998597,145,37.6470588235294,244
2026,"Princeton",51.3422818791946,190,14.6286537855245,314,28.1609195402299,66,34.3120805369128,149
2026,"Providence",52.1076523994812,222,13.6496166444692,347,31.4715359828142,219,33.852140077821,134
2026,"Purdue",50.3098373353989,132,16.3233381226461,221,26.8163804491413,32,23.9349341595662,5
2026,"Purdue Fort Wayne",56.12,341,19.7955374419919,40,35.7771260997067,340,26.96,23
2026,"Queens",55.1337671728127,317,14.6529167307988,312,33.0779054916986,286,39.9132321041215,287
2026,"Quinnipiac",49.4193989071038,91,17.8175020446314,130,32.6315789473684,272,31.0792349726776,75
2026,"Radford",53.5411855273287,272,18.4400235141239,92,32.4641460234681,268,43.4180138568129,328
2026,"Rhode Island",51.1596788581624,178,21.7374533921913,12,31.1428571428571,195,43.3541480820696,326
2026,"Rice",51.7988552739166,207,16.6737884905512,203,35.230352303523,334,40.1471790678659,291
2026,"Richmond",51.5255530129672,199,17.3865975576751,152,30.6733167082294,171,30.9687261632342,73
2026,"Rider",54.8192771084337,310,13.2137800849457,352,33.4728033472803,299,31.566265060241,85
2026,"Robert Morris",51.0827532869296,172,15.7228218661341,260,29.0816326530612,106,44.3155452436195,338
2026,"Rutgers",52.9955621301775,257,16.7648391481649,195,34.0645161290323,309,31.2130177514793,80
2026,"SIUE",45.2242524916944,9,17.2689823892357,160,33.2906530089629,293,35.5481727574751,195
2026,"SMU",50.6919155134741,151,17.5854327762534,139,31.4148681055156,212,32.774945375091,108
2026,"Sacramento St.",55.2901023890785,325,16.8268150398648,187,33.030303030303,284,36.0921501706485,207
2026,"Sacred Heart",55,313,15.5418175794222,273,30.7317073170732,173,29.3793103448276,52
2026,"Saint Francis",58.8688946015424,364,18.6739051627335,83,34.4339622641509,322,37.5321336760925,240
2026,"Saint Joseph's",48.75,74,15.9199221085356,252,32.1295143212951,248,27.1969696969697,27
2026,"Saint Louis",43.0473372781065,1,15.9424576917688,249,26.043956043956,19,37.3520710059172,233
2026,"Saint Mary's",46.795827123696,25,15.282131661442,285,24.7607655502392,7,26.2295081967213,15
2026,"Saint Peter's",48.7006737247353,73,20.7295045534929,19,34.3465045592705,320,47.6419634263715,360
2026,"Sam Houston St.",50.4621848739496,140,17.1254900233449,167,30.738255033557,174,38.0672268907563,261
2026,"Samford",52.8115501519757,249,13.2554056170606,351,27.6623376623377,52,33.3586626139818,122
2026,"San Diego",54.2316258351893,292,19.9392952437747,34,36.7320261437908,352,38.7527839643653,270
2026,"San Diego St.",47.6992604765818,44,21.1348342610285,18,31.0704960835509,191,36.8940016433854,224
2026,"San Francisco",49.3021632937893,89,13.7195828505214,345,27.8612716763006,55,30.9839497557572,74
2026,"San Jose St.",57.5626620570441,356,18.1905478000127,106,36.3486842105263,348,34.3128781331028,150
2026,"Santa Clara",50.2663622526636,127,21.297994438857,16,31.2262958280657,200,39.8021308980213,282
2026,"Seattle",48.2854864433812,61,21.6117988739798,14,33.3333333333333,294,34.1307814992025,142
2026,"Seton Hall",46.8120805369128,26,22.1765179289994,8,31.4249363867684,216,43.5402684563758,330
2026,"Siena",50.3028009084027,131,18.3251582406553,96,28.2083862770013,69,25.9651778955337,14
2026,"South Alabama",48.6423584173778,71,18.0856387161341,111,32.0293398533007,244,21.3343677269201,2
2026,"South Carolina",50.2519798416127,125,14.5054945054945,322,31.1414392059553,194,33.5493160547156,125
